date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,total_revenue,total_cost,profit,profit_margin,below_reorder_flag,lost_sales_units,lost_revenue,forecast_error,abs_forecast_error
2024-09-13,SKU_18,WH_2,SUP_3,South,12,523,10,270,0,17.51,24.82,0,0,17.52,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,-5.52,5.52
2024-09-14,SKU_18,WH_2,SUP_3,East,19,504,10,270,0,17.51,24.82,1,0,16.29,471.58,332.69000000000005,138.88999999999993,0.2945205479452053,0,0.0,0.0,2.710000000000001,2.710000000000001
2024-09-15,SKU_18,WH_2,SUP_3,West,18,486,10,270,0,17.51,24.82,0,0,25.07,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,-7.07,7.07
2024-09-16,SKU_18,WH_2,SUP_3,North,15,471,10,270,0,17.51,24.82,0,0,15.63,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,-0.6300000000000008,0.6300000000000008
2024-09-17,SKU_18,WH_2,SUP_3,South,5,466,10,270,0,17.51,24.82,0,0,4.56,124.1,87.55000000000001,36.54999999999998,0.2945205479452054,0,0.0,0.0,0.4400000000000004,0.4400000000000004
2024-09-18,SKU_18,WH_2,SUP_3,North,4,462,10,270,0,17.51,24.82,0,0,3.91,99.28,70.04,29.239999999999995,0.29452054794520544,0,0.0,0.0,0.08999999999999986,0.08999999999999986
2024-09-19,SKU_18,WH_2,SUP_3,North,7,455,10,270,0,17.51,24.82,0,0,5.2,173.74,122.57000000000001,51.17,0.2945205479452055,0,0.0,0.0,1.7999999999999998,1.7999999999999998
2024-09-20,SKU_18,WH_2,SUP_3,North,21,434,10,270,0,17.51,24.82,0,0,21.19,521.22,367.71000000000004,153.51,0.29452054794520544,0,0.0,0.0,-0.19000000000000128,0.19000000000000128
2024-09-21,SKU_18,WH_2,SUP_3,North,16,418,10,270,0,17.51,24.82,0,0,17.08,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,-1.0799999999999983,1.0799999999999983
2024-09-22,SKU_18,WH_2,SUP_3,South,14,404,10,270,0,17.51,24.82,0,0,16.33,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,-2.3299999999999983,2.3299999999999983
2024-09-23,SKU_18,WH_2,SUP_3,South,0,404,10,270,0,17.51,24.82,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-09-24,SKU_18,WH_2,SUP_3,North,9,395,10,270,0,17.51,24.82,1,0,11.41,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,-2.41,2.41
2024-09-25,SKU_18,WH_2,SUP_3,South,12,383,10,270,0,17.51,24.82,0,0,10.36,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,1.6400000000000006,1.6400000000000006
2024-09-26,SKU_18,WH_2,SUP_3,North,12,371,10,270,0,17.51,24.82,0,0,10.06,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,1.9399999999999995,1.9399999999999995
2024-09-27,SKU_18,WH_2,SUP_3,East,8,363,10,270,0,17.51,24.82,0,0,7.32,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,0.6799999999999997,0.6799999999999997
2024-09-28,SKU_18,WH_2,SUP_3,South,19,344,10,270,0,17.51,24.82,0,0,19.44,471.58,332.69000000000005,138.88999999999993,0.2945205479452053,0,0.0,0.0,-0.4400000000000013,0.4400000000000013
2024-09-29,SKU_18,WH_2,SUP_3,North,4,340,10,270,0,17.51,24.82,0,0,4.75,99.28,70.04,29.239999999999995,0.29452054794520544,0,0.0,0.0,-0.75,0.75
2024-09-30,SKU_18,WH_2,SUP_3,South,12,328,10,270,0,17.51,24.82,0,0,12.72,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,-0.7200000000000006,0.7200000000000006
2024-10-01,SKU_18,WH_2,SUP_3,West,10,318,10,270,0,17.51,24.82,0,0,6.54,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,3.46,3.46
2024-10-02,SKU_18,WH_2,SUP_3,North,11,307,10,270,0,17.51,24.82,0,0,5.18,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,5.82,5.82
2024-10-03,SKU_18,WH_2,SUP_3,South,0,307,10,270,0,17.51,24.82,0,0,7.83,0.0,0.0,0.0,0.0,0,0.0,0.0,-7.83,7.83
2024-10-04,SKU_18,WH_2,SUP_3,West,22,285,10,270,0,17.51,24.82,0,0,19.9,546.04,385.22,160.81999999999994,0.2945205479452054,0,0.0,0.0,2.1000000000000014,2.1000000000000014
2024-10-05,SKU_18,WH_2,SUP_3,West,8,277,10,270,0,17.51,24.82,0,0,9.55,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,-1.5500000000000007,1.5500000000000007
2024-10-06,SKU_18,WH_2,SUP_3,East,20,257,10,270,0,17.51,24.82,1,0,15.84,496.4,350.20000000000005,146.19999999999993,0.2945205479452054,1,0.0,0.0,4.16,4.16
2024-10-07,SKU_18,WH_2,SUP_3,South,7,565,10,270,315,17.51,24.82,0,0,7.94,173.74,122.57000000000001,51.17,0.2945205479452055,0,0.0,0.0,-0.9400000000000004,0.9400000000000004
2024-10-08,SKU_18,WH_2,SUP_3,North,15,550,10,270,0,17.51,24.82,0,0,15.39,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,-0.39000000000000057,0.39000000000000057
2024-10-09,SKU_18,WH_2,SUP_3,North,6,544,10,270,0,17.51,24.82,0,0,0.0,148.92000000000002,105.06,43.860000000000014,0.29452054794520555,0,0.0,0.0,6.0,6.0
2024-10-10,SKU_18,WH_2,SUP_3,West,19,525,10,270,0,17.51,24.82,0,0,21.54,471.58,332.69000000000005,138.88999999999993,0.2945205479452053,0,0.0,0.0,-2.539999999999999,2.539999999999999
2024-10-11,SKU_18,WH_2,SUP_3,North,8,517,10,270,0,17.51,24.82,0,0,4.68,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,3.3200000000000003,3.3200000000000003
2024-10-12,SKU_18,WH_2,SUP_3,West,18,499,10,270,0,17.51,24.82,0,0,19.78,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,-1.7800000000000011,1.7800000000000011
2024-10-13,SKU_18,WH_2,SUP_3,South,3,496,10,270,0,17.51,24.82,0,0,0.42,74.46000000000001,52.53,21.930000000000007,0.29452054794520555,0,0.0,0.0,2.58,2.58
2024-10-14,SKU_18,WH_2,SUP_3,South,20,476,10,270,0,17.51,24.82,0,0,21.13,496.4,350.20000000000005,146.19999999999993,0.2945205479452054,0,0.0,0.0,-1.129999999999999,1.129999999999999
2024-10-15,SKU_18,WH_2,SUP_3,West,18,458,10,270,0,17.51,24.82,0,0,16.9,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,1.1000000000000014,1.1000000000000014
2024-10-16,SKU_18,WH_2,SUP_3,East,4,454,10,270,0,17.51,24.82,0,0,10.5,99.28,70.04,29.239999999999995,0.29452054794520544,0,0.0,0.0,-6.5,6.5
2024-10-17,SKU_18,WH_2,SUP_3,South,9,445,10,270,0,17.51,24.82,0,0,7.46,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,1.54,1.54
2024-10-18,SKU_18,WH_2,SUP_3,East,13,432,10,270,0,17.51,24.82,0,0,13.95,322.66,227.63000000000002,95.03,0.29452054794520544,0,0.0,0.0,-0.9499999999999993,0.9499999999999993
2024-10-19,SKU_18,WH_2,SUP_3,West,16,416,10,270,0,17.51,24.82,0,0,14.45,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,1.5500000000000007,1.5500000000000007
2024-10-20,SKU_18,WH_2,SUP_3,North,10,406,10,270,0,17.51,24.82,1,0,9.95,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,0.05000000000000071,0.05000000000000071
2024-10-21,SKU_18,WH_2,SUP_3,South,9,397,10,270,0,17.51,24.82,0,0,5.0,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,4.0,4.0
2024-10-22,SKU_18,WH_2,SUP_3,North,11,386,10,270,0,17.51,24.82,0,0,3.72,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,7.279999999999999,7.279999999999999
2024-10-23,SKU_18,WH_2,SUP_3,South,18,368,10,270,0,17.51,24.82,0,0,10.67,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,7.33,7.33
2024-10-24,SKU_18,WH_2,SUP_3,South,14,354,10,270,0,17.51,24.82,0,0,12.17,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,1.83,1.83
2024-10-25,SKU_18,WH_2,SUP_3,South,15,339,10,270,0,17.51,24.82,0,0,14.0,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,1.0,1.0
2024-10-26,SKU_18,WH_2,SUP_3,South,12,327,10,270,0,17.51,24.82,0,0,13.03,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,-1.0299999999999994,1.0299999999999994
2024-10-27,SKU_18,WH_2,SUP_3,East,8,319,10,270,0,17.51,24.82,0,0,5.86,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,2.1399999999999997,2.1399999999999997
2024-10-28,SKU_18,WH_2,SUP_3,East,0,319,10,270,0,17.51,24.82,0,0,1.52,0.0,0.0,0.0,0.0,0,0.0,0.0,-1.52,1.52
2024-10-29,SKU_18,WH_2,SUP_3,North,13,306,10,270,0,17.51,24.82,0,0,17.12,322.66,227.63000000000002,95.03,0.29452054794520544,0,0.0,0.0,-4.120000000000001,4.120000000000001
2024-10-30,SKU_18,WH_2,SUP_3,East,0,306,10,270,0,17.51,24.82,0,0,0.49,0.0,0.0,0.0,0.0,0,0.0,0.0,-0.49,0.49
2024-10-31,SKU_18,WH_2,SUP_3,North,15,291,10,270,0,17.51,24.82,0,0,14.89,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,0.10999999999999943,0.10999999999999943
2024-11-01,SKU_18,WH_2,SUP_3,South,11,280,10,270,0,17.51,24.82,0,0,15.94,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,-4.9399999999999995,4.9399999999999995
2024-11-02,SKU_18,WH_2,SUP_3,South,11,269,10,270,0,17.51,24.82,0,0,12.55,273.02,192.61,80.40999999999997,0.2945205479452054,1,0.0,0.0,-1.5500000000000007,1.5500000000000007
2024-11-03,SKU_18,WH_2,SUP_3,East,8,740,10,270,479,17.51,24.82,0,0,7.64,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,0.3600000000000003,0.3600000000000003
2024-11-04,SKU_18,WH_2,SUP_3,East,6,734,10,270,0,17.51,24.82,0,0,4.45,148.92000000000002,105.06,43.860000000000014,0.29452054794520555,0,0.0,0.0,1.5499999999999998,1.5499999999999998
2024-11-05,SKU_18,WH_2,SUP_3,East,10,724,10,270,0,17.51,24.82,0,0,13.26,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,-3.26,3.26
2024-11-06,SKU_18,WH_2,SUP_3,West,11,713,10,270,0,17.51,24.82,0,0,12.74,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,-1.7400000000000002,1.7400000000000002
2024-11-07,SKU_18,WH_2,SUP_3,South,6,707,10,270,0,17.51,24.82,0,0,3.93,148.92000000000002,105.06,43.860000000000014,0.29452054794520555,0,0.0,0.0,2.07,2.07
2024-11-08,SKU_18,WH_2,SUP_3,North,22,685,10,270,0,17.51,24.82,0,0,21.58,546.04,385.22,160.81999999999994,0.2945205479452054,0,0.0,0.0,0.4200000000000017,0.4200000000000017
2024-11-09,SKU_18,WH_2,SUP_3,East,2,683,10,270,0,17.51,24.82,0,0,0.0,49.64,35.02,14.619999999999997,0.29452054794520544,0,0.0,0.0,2.0,2.0
2024-11-10,SKU_18,WH_2,SUP_3,South,12,671,10,270,0,17.51,24.82,0,0,11.44,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,0.5600000000000005,0.5600000000000005
2024-11-11,SKU_18,WH_2,SUP_3,North,16,655,10,270,0,17.51,24.82,0,0,16.79,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,-0.7899999999999991,0.7899999999999991
2024-11-12,SKU_18,WH_2,SUP_3,South,15,640,10,270,0,17.51,24.82,0,0,17.5,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,-2.5,2.5
2024-11-13,SKU_18,WH_2,SUP_3,North,17,623,10,270,0,17.51,24.82,0,0,11.48,421.94,297.67,124.26999999999998,0.29452054794520544,0,0.0,0.0,5.52,5.52
2024-11-14,SKU_18,WH_2,SUP_3,South,11,612,10,270,0,17.51,24.82,0,0,17.05,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,-6.050000000000001,6.050000000000001
2024-11-15,SKU_18,WH_2,SUP_3,West,16,596,10,270,0,17.51,24.82,0,0,15.61,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,0.39000000000000057,0.39000000000000057
2024-11-16,SKU_18,WH_2,SUP_3,East,16,580,10,270,0,17.51,24.82,1,0,17.23,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,-1.2300000000000004,1.2300000000000004
2024-11-17,SKU_18,WH_2,SUP_3,East,15,565,10,270,0,17.51,24.82,0,0,13.99,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,1.0099999999999998,1.0099999999999998
2024-11-18,SKU_18,WH_2,SUP_3,North,11,554,10,270,0,17.51,24.82,0,0,17.33,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,-6.329999999999998,6.329999999999998
2024-11-19,SKU_18,WH_2,SUP_3,North,13,541,10,270,0,17.51,24.82,0,0,13.71,322.66,227.63000000000002,95.03,0.29452054794520544,0,0.0,0.0,-0.7100000000000009,0.7100000000000009
2024-11-20,SKU_18,WH_2,SUP_3,South,10,531,10,270,0,17.51,24.82,0,0,11.57,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,-1.5700000000000003,1.5700000000000003
2024-11-21,SKU_18,WH_2,SUP_3,West,22,509,10,270,0,17.51,24.82,0,0,22.69,546.04,385.22,160.81999999999994,0.2945205479452054,0,0.0,0.0,-0.6900000000000013,0.6900000000000013
2024-11-22,SKU_18,WH_2,SUP_3,South,10,499,10,270,0,17.51,24.82,1,0,13.26,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,-3.26,3.26
2024-11-23,SKU_18,WH_2,SUP_3,East,9,490,10,270,0,17.51,24.82,0,0,9.58,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,-0.5800000000000001,0.5800000000000001
2024-11-24,SKU_18,WH_2,SUP_3,East,15,475,10,270,0,17.51,24.82,0,0,17.63,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,-2.629999999999999,2.629999999999999
2024-11-25,SKU_18,WH_2,SUP_3,West,14,461,10,270,0,17.51,24.82,0,0,14.57,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,-0.5700000000000003,0.5700000000000003
2024-11-26,SKU_18,WH_2,SUP_3,West,8,453,10,270,0,17.51,24.82,0,0,1.96,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,6.04,6.04
2024-11-27,SKU_18,WH_2,SUP_3,East,11,442,10,270,0,17.51,24.82,0,0,11.33,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,-0.33000000000000007,0.33000000000000007
2024-11-28,SKU_18,WH_2,SUP_3,West,17,425,10,270,0,17.51,24.82,0,0,19.99,421.94,297.67,124.26999999999998,0.29452054794520544,0,0.0,0.0,-2.9899999999999984,2.9899999999999984
2024-11-29,SKU_18,WH_2,SUP_3,North,12,413,10,270,0,17.51,24.82,0,0,9.17,297.84000000000003,210.12,87.72000000000003,0.29452054794520555,0,0.0,0.0,2.83,2.83
2024-11-30,SKU_18,WH_2,SUP_3,North,9,404,10,270,0,17.51,24.82,0,0,14.92,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,-5.92,5.92
2024-12-01,SKU_18,WH_2,SUP_3,West,20,384,10,270,0,17.51,24.82,1,0,21.83,496.4,350.20000000000005,146.19999999999993,0.2945205479452054,0,0.0,0.0,-1.8299999999999983,1.8299999999999983
2024-12-02,SKU_18,WH_2,SUP_3,South,9,375,10,270,0,17.51,24.82,1,0,8.05,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,0.9499999999999993,0.9499999999999993
2024-12-03,SKU_18,WH_2,SUP_3,South,7,368,10,270,0,17.51,24.82,0,0,7.57,173.74,122.57000000000001,51.17,0.2945205479452055,0,0.0,0.0,-0.5700000000000003,0.5700000000000003
2024-12-04,SKU_18,WH_2,SUP_3,South,16,352,10,270,0,17.51,24.82,0,0,13.64,397.12,280.16,116.95999999999998,0.29452054794520544,0,0.0,0.0,2.3599999999999994,2.3599999999999994
2024-12-05,SKU_18,WH_2,SUP_3,South,25,327,10,270,0,17.51,24.82,0,0,22.77,620.5,437.75000000000006,182.74999999999994,0.2945205479452054,0,0.0,0.0,2.2300000000000004,2.2300000000000004
2024-12-06,SKU_18,WH_2,SUP_3,South,9,318,10,270,0,17.51,24.82,0,0,2.3,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,6.7,6.7
2024-12-07,SKU_18,WH_2,SUP_3,South,7,311,10,270,0,17.51,24.82,0,0,8.6,173.74,122.57000000000001,51.17,0.2945205479452055,0,0.0,0.0,-1.5999999999999996,1.5999999999999996
2024-12-08,SKU_18,WH_2,SUP_3,North,15,296,10,270,0,17.51,24.82,0,0,9.78,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,5.220000000000001,5.220000000000001
2024-12-09,SKU_18,WH_2,SUP_3,North,24,272,10,270,0,17.51,24.82,1,0,22.55,595.6800000000001,420.24,175.44000000000005,0.29452054794520555,0,0.0,0.0,1.4499999999999993,1.4499999999999993
2024-12-10,SKU_18,WH_2,SUP_3,South,19,253,10,270,0,17.51,24.82,0,0,25.37,471.58,332.69000000000005,138.88999999999993,0.2945205479452053,1,0.0,0.0,-6.370000000000001,6.370000000000001
2024-12-11,SKU_18,WH_2,SUP_3,South,14,583,10,270,344,17.51,24.82,0,0,12.68,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,1.3200000000000003,1.3200000000000003
2024-12-12,SKU_18,WH_2,SUP_3,North,8,575,10,270,0,17.51,24.82,0,0,8.78,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,-0.7799999999999994,0.7799999999999994
2024-12-13,SKU_18,WH_2,SUP_3,North,22,553,10,270,0,17.51,24.82,1,0,24.23,546.04,385.22,160.81999999999994,0.2945205479452054,0,0.0,0.0,-2.2300000000000004,2.2300000000000004
2024-12-14,SKU_18,WH_2,SUP_3,South,14,539,10,270,0,17.51,24.82,0,0,12.25,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,1.75,1.75
2024-12-15,SKU_18,WH_2,SUP_3,North,11,528,10,270,0,17.51,24.82,0,0,10.34,273.02,192.61,80.40999999999997,0.2945205479452054,0,0.0,0.0,0.6600000000000001,0.6600000000000001
2024-12-16,SKU_18,WH_2,SUP_3,North,9,519,10,270,0,17.51,24.82,0,0,5.6,223.38,157.59,65.78999999999999,0.29452054794520544,0,0.0,0.0,3.4000000000000004,3.4000000000000004
2024-12-17,SKU_18,WH_2,SUP_3,South,15,504,10,270,0,17.51,24.82,0,0,20.35,372.3,262.65000000000003,109.64999999999998,0.29452054794520544,0,0.0,0.0,-5.350000000000001,5.350000000000001
2024-12-18,SKU_18,WH_2,SUP_3,East,18,486,10,270,0,17.51,24.82,0,0,15.42,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,2.58,2.58
2024-12-19,SKU_18,WH_2,SUP_3,South,14,472,10,270,0,17.51,24.82,0,0,14.16,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,-0.16000000000000014,0.16000000000000014
2024-12-20,SKU_18,WH_2,SUP_3,West,14,458,10,270,0,17.51,24.82,0,0,16.65,347.48,245.14000000000001,102.34,0.2945205479452055,0,0.0,0.0,-2.6499999999999986,2.6499999999999986
2024-12-21,SKU_18,WH_2,SUP_3,West,18,440,10,270,0,17.51,24.82,0,0,14.26,446.76,315.18,131.57999999999998,0.29452054794520544,0,0.0,0.0,3.74,3.74
2024-12-22,SKU_18,WH_2,SUP_3,South,8,432,10,270,0,17.51,24.82,0,0,10.6,198.56,140.08,58.47999999999999,0.29452054794520544,0,0.0,0.0,-2.5999999999999996,2.5999999999999996
2024-12-23,SKU_18,WH_2,SUP_3,East,13,419,10,270,0,17.51,24.82,0,0,7.65,322.66,227.63000000000002,95.03,0.29452054794520544,0,0.0,0.0,5.35,5.35
2024-12-24,SKU_18,WH_2,SUP_3,West,23,396,10,270,0,17.51,24.82,1,0,19.12,570.86,402.73,168.13,0.2945205479452055,0,0.0,0.0,3.879999999999999,3.879999999999999
2024-12-25,SKU_18,WH_2,SUP_3,North,10,386,10,270,0,17.51,24.82,0,0,15.71,248.2,175.10000000000002,73.09999999999997,0.2945205479452054,0,0.0,0.0,-5.710000000000001,5.710000000000001
2024-12-26,SKU_18,WH_2,SUP_3,South,24,362,10,270,0,17.51,24.82,1,0,25.88,595.6800000000001,420.24,175.44000000000005,0.29452054794520555,0,0.0,0.0,-1.879999999999999,1.879999999999999
2024-12-27,SKU_18,WH_2,SUP_3,South,25,337,10,270,0,17.51,24.82,0,0,24.88,620.5,437.75000000000006,182.74999999999994,0.2945205479452054,0,0.0,0.0,0.120000000000001,0.120000000000001
2024-12-28,SKU_18,WH_2,SUP_3,South,21,316,10,270,0,17.51,24.82,0,0,16.44,521.22,367.71000000000004,153.51,0.29452054794520544,0,0.0,0.0,4.559999999999999,4.559999999999999
2024-12-29,SKU_18,WH_2,SUP_3,East,21,295,10,270,0,17.51,24.82,0,0,19.79,521.22,367.71000000000004,153.51,0.29452054794520544,0,0.0,0.0,1.2100000000000009,1.2100000000000009
2024-12-30,SKU_18,WH_2,SUP_3,West,23,272,10,270,0,17.51,24.82,0,0,19.96,570.86,402.73,168.13,0.2945205479452055,0,0.0,0.0,3.039999999999999,3.039999999999999
2024-01-01,SKU_18,WH_3,SUP_2,East,26,840,9,213,0,15.53,20.4,0,0,26.06,530.4,403.78,126.62,0.23872549019607844,0,0.0,0.0,-0.05999999999999872,0.05999999999999872
2024-01-02,SKU_18,WH_3,SUP_2,South,28,812,9,213,0,15.53,20.4,0,0,30.5,571.1999999999999,434.84,136.35999999999996,0.2387254901960784,0,0.0,0.0,-2.5,2.5
2024-01-03,SKU_18,WH_3,SUP_2,South,16,796,9,213,0,15.53,20.4,0,0,16.55,326.4,248.48,77.91999999999999,0.23872549019607842,0,0.0,0.0,-0.5500000000000007,0.5500000000000007
2024-01-04,SKU_18,WH_3,SUP_2,North,15,781,9,213,0,15.53,20.4,0,0,7.9,306.0,232.95,73.05000000000001,0.23872549019607847,0,0.0,0.0,7.1,7.1
2024-01-05,SKU_18,WH_3,SUP_2,West,42,739,9,213,0,15.53,20.4,0,0,43.33,856.8,652.26,204.53999999999996,0.2387254901960784,0,0.0,0.0,-1.3299999999999983,1.3299999999999983
2024-01-06,SKU_18,WH_3,SUP_2,South,18,721,9,213,0,15.53,20.4,1,0,16.91,367.2,279.53999999999996,87.66000000000003,0.2387254901960785,0,0.0,0.0,1.0899999999999999,1.0899999999999999
2024-01-07,SKU_18,WH_3,SUP_2,West,18,703,9,213,0,15.53,20.4,0,0,21.52,367.2,279.53999999999996,87.66000000000003,0.2387254901960785,0,0.0,0.0,-3.5199999999999996,3.5199999999999996
2024-01-08,SKU_18,WH_3,SUP_2,East,18,685,9,213,0,15.53,20.4,0,0,17.41,367.2,279.53999999999996,87.66000000000003,0.2387254901960785,0,0.0,0.0,0.5899999999999999,0.5899999999999999
2024-01-09,SKU_18,WH_3,SUP_2,East,17,668,9,213,0,15.53,20.4,0,0,18.05,346.79999999999995,264.01,82.78999999999996,0.23872549019607836,0,0.0,0.0,-1.0500000000000007,1.0500000000000007
2024-01-10,SKU_18,WH_3,SUP_2,East,16,652,9,213,0,15.53,20.4,0,0,16.91,326.4,248.48,77.91999999999999,0.23872549019607842,0,0.0,0.0,-0.9100000000000001,0.9100000000000001
2024-01-11,SKU_18,WH_3,SUP_2,East,25,627,9,213,0,15.53,20.4,0,0,23.72,509.99999999999994,388.25,121.74999999999994,0.23872549019607833,0,0.0,0.0,1.2800000000000011,1.2800000000000011
2024-01-12,SKU_18,WH_3,SUP_2,West,25,602,9,213,0,15.53,20.4,0,0,22.13,509.99999999999994,388.25,121.74999999999994,0.23872549019607833,0,0.0,0.0,2.870000000000001,2.870000000000001
2024-01-13,SKU_18,WH_3,SUP_2,South,18,584,9,213,0,15.53,20.4,0,0,19.15,367.2,279.53999999999996,87.66000000000003,0.2387254901960785,0,0.0,0.0,-1.1499999999999986,1.1499999999999986
2024-01-14,SKU_18,WH_3,SUP_2,West,33,551,9,213,0,15.53,20.4,0,0,37.35,673.1999999999999,512.49,160.70999999999992,0.23872549019607833,0,0.0,0.0,-4.350000000000001,4.350000000000001
2024-01-15,SKU_18,WH_3,SUP_2,East,21,530,9,213,0,15.53,20.4,0,0,22.55,428.4,326.13,102.26999999999998,0.2387254901960784,0,0.0,0.0,-1.5500000000000007,1.5500000000000007
2024-01-16,SKU_18,WH_3,SUP_2,South,22,508,9,213,0,15.53,20.4,0,0,32.38,448.79999999999995,341.65999999999997,107.13999999999999,0.23872549019607842,0,0.0,0.0,-10.380000000000003,10.380000000000003
2024-01-17,SKU_18,WH_3,SUP_2,East,14,494,9,213,0,15.53,20.4,0,0,13.33,285.59999999999997,217.42,68.17999999999998,0.2387254901960784,0,0.0,0.0,0.6699999999999999,0.6699999999999999
2024-01-18,SKU_18,WH_3,SUP_2,West,18,476,9,213,0,15.53,20.4,0,0,22.35,367.2,279.53999999999996,87.66000000000003,0.2387254901960785,0,0.0,0.0,-4.350000000000001,4.350000000000001
2024-01-19,SKU_18,WH_3,SUP_2,South,23,453,9,213,0,15.53,20.4,0,0,18.8,469.2,357.19,112.00999999999999,0.23872549019607842,0,0.0,0.0,4.199999999999999,4.199999999999999
2024-01-20,SKU_18,WH_3,SUP_2,East,24,429,9,213,0,15.53,20.4,0,0,27.16,489.59999999999997,372.71999999999997,116.88,0.23872549019607844,0,0.0,0.0,-3.16,3.16
2024-01-21,SKU_18,WH_3,SUP_2,South,16,413,9,213,0,15.53,20.4,0,0,16.05,326.4,248.48,77.91999999999999,0.23872549019607842,0,0.0,0.0,-0.05000000000000071,0.05000000000000071
2024-01-22,SKU_18,WH_3,SUP_2,West,26,387,9,213,0,15.53,20.4,0,0,23.14,530.4,403.78,126.62,0.23872549019607844,0,0.0,0.0,2.8599999999999994,2.8599999999999994
2024-01-23,SKU_18,WH_3,SUP_2,West,32,355,9,213,0,15.53,20.4,0,0,35.0,652.8,496.96,155.83999999999997,0.23872549019607842,0,0.0,0.0,-3.0,3.0
2024-01-24,SKU_18,WH_3,SUP_2,West,39,316,9,213,0,15.53,20.4,1,0,40.87,795.5999999999999,605.67,189.92999999999995,0.2387254901960784,0,0.0,0.0,-1.8699999999999974,1.8699999999999974
