date,sku_id,warehouse_id,supplier_id,unit_cost,unit_price,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,promotion_flag,stockout_flag,demand_forecast,total_revenue,total_cost,profit,profit_margin,below_reorder_flag,lost_sales_units,lost_revenue,forecast_error,abs_forecast_error,region
2024-05-02,SKU_25,WH_4,SUP_6,12.02,19.24,33,623,9,273,0,0,0,34.49,634.92,396.66,238.26,0.3752598752598752,0,0.0,0.0,-1.490000000000002,1.490000000000002,South
2024-05-03,SKU_25,WH_4,SUP_6,12.02,19.24,32,591,9,273,0,0,0,28.36,615.68,384.64,231.04,0.3752598752598752,0,0.0,0.0,3.640000000000001,3.640000000000001,South
2024-05-04,SKU_25,WH_4,SUP_6,12.02,19.24,28,563,9,273,0,0,0,28.94,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,-0.9400000000000012,0.9400000000000012,East
2024-05-05,SKU_25,WH_4,SUP_6,12.02,19.24,33,530,9,273,0,0,0,38.4,634.92,396.66,238.26,0.3752598752598752,0,0.0,0.0,-5.399999999999999,5.399999999999999,West
2024-05-06,SKU_25,WH_4,SUP_6,12.02,19.24,30,500,9,273,0,0,0,32.73,577.1999999999999,360.6,216.6,0.3752598752598752,0,0.0,0.0,-2.729999999999997,2.729999999999997,North
2024-05-07,SKU_25,WH_4,SUP_6,12.02,19.24,26,474,9,273,0,0,0,28.4,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,-2.3999999999999986,2.3999999999999986,West
2024-05-08,SKU_25,WH_4,SUP_6,12.02,19.24,34,440,9,273,0,0,0,35.49,654.16,408.68,245.48,0.3752598752598752,0,0.0,0.0,-1.490000000000002,1.490000000000002,East
2024-05-09,SKU_25,WH_4,SUP_6,12.02,19.24,27,413,9,273,0,0,0,25.79,519.4799999999999,324.54,194.93999999999997,0.3752598752598752,0,0.0,0.0,1.2100000000000009,1.2100000000000009,East
2024-05-10,SKU_25,WH_4,SUP_6,12.02,19.24,26,387,9,273,0,0,0,24.68,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,1.3200000000000005,1.3200000000000005,East
2024-05-11,SKU_25,WH_4,SUP_6,12.02,19.24,24,363,9,273,0,0,0,21.45,461.76,288.48,173.27999999999997,0.3752598752598752,0,0.0,0.0,2.5500000000000007,2.5500000000000007,North
2024-05-12,SKU_25,WH_4,SUP_6,12.02,19.24,22,341,9,273,0,0,0,23.96,423.28,264.44,158.83999999999995,0.3752598752598752,0,0.0,0.0,-1.9600000000000009,1.9600000000000009,South
2024-05-13,SKU_25,WH_4,SUP_6,12.02,19.24,22,319,9,273,0,0,0,22.46,423.28,264.44,158.83999999999995,0.3752598752598752,0,0.0,0.0,-0.4600000000000008,0.4600000000000008,West
2024-05-14,SKU_25,WH_4,SUP_6,12.02,19.24,23,296,9,273,0,0,0,23.96,442.52,276.46,166.06,0.3752598752598752,0,0.0,0.0,-0.9600000000000009,0.9600000000000009,West
2024-05-15,SKU_25,WH_4,SUP_6,12.02,19.24,28,268,9,273,0,1,0,29.42,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,1,0.0,0.0,-1.4200000000000017,1.4200000000000017,West
2024-05-16,SKU_25,WH_4,SUP_6,12.02,19.24,16,673,9,273,421,0,0,15.5,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,0.5,0.5,East
2024-05-17,SKU_25,WH_4,SUP_6,12.02,19.24,29,644,9,273,0,0,0,33.28,557.9599999999999,348.58,209.37999999999997,0.3752598752598752,0,0.0,0.0,-4.280000000000001,4.280000000000001,South
2024-05-18,SKU_25,WH_4,SUP_6,12.02,19.24,20,624,9,273,0,0,0,22.15,384.8,240.4,144.39999999999998,0.3752598752598752,0,0.0,0.0,-2.1499999999999986,2.1499999999999986,North
2024-05-19,SKU_25,WH_4,SUP_6,12.02,19.24,26,598,9,273,0,0,0,24.32,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,1.6799999999999995,1.6799999999999995,East
2024-05-20,SKU_25,WH_4,SUP_6,12.02,19.24,21,577,9,273,0,0,0,24.11,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,-3.1099999999999994,3.1099999999999994,West
2024-05-21,SKU_25,WH_4,SUP_6,12.02,19.24,26,551,9,273,0,1,0,30.64,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,-4.640000000000001,4.640000000000001,East
2024-05-22,SKU_25,WH_4,SUP_6,12.02,19.24,33,518,9,273,0,1,0,30.17,634.92,396.66,238.26,0.3752598752598752,0,0.0,0.0,2.8299999999999983,2.8299999999999983,West
2024-05-23,SKU_25,WH_4,SUP_6,12.02,19.24,23,495,9,273,0,0,0,23.35,442.52,276.46,166.06,0.3752598752598752,0,0.0,0.0,-0.3500000000000014,0.3500000000000014,West
2024-05-24,SKU_25,WH_4,SUP_6,12.02,19.24,29,466,9,273,0,0,0,30.36,557.9599999999999,348.58,209.37999999999997,0.3752598752598752,0,0.0,0.0,-1.3599999999999994,1.3599999999999994,South
2024-05-25,SKU_25,WH_4,SUP_6,12.02,19.24,19,447,9,273,0,0,0,17.01,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,1.9899999999999984,1.9899999999999984,North
2024-05-26,SKU_25,WH_4,SUP_6,12.02,19.24,23,424,9,273,0,0,0,26.49,442.52,276.46,166.06,0.3752598752598752,0,0.0,0.0,-3.4899999999999984,3.4899999999999984,West
2024-05-27,SKU_25,WH_4,SUP_6,12.02,19.24,27,397,9,273,0,0,0,29.27,519.4799999999999,324.54,194.93999999999997,0.3752598752598752,0,0.0,0.0,-2.27,2.27,North
2024-05-28,SKU_25,WH_4,SUP_6,12.02,19.24,26,371,9,273,0,0,0,22.96,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,3.039999999999999,3.039999999999999,East
2024-05-29,SKU_25,WH_4,SUP_6,12.02,19.24,25,346,9,273,0,0,0,25.08,481.0,300.5,180.49999999999997,0.3752598752598752,0,0.0,0.0,-0.0799999999999983,0.0799999999999983,North
2024-05-30,SKU_25,WH_4,SUP_6,12.02,19.24,28,318,9,273,0,0,0,26.7,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,1.3000000000000007,1.3000000000000007,South
2024-05-31,SKU_25,WH_4,SUP_6,12.02,19.24,28,290,9,273,0,0,0,31.16,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,-3.16,3.16,East
2024-06-01,SKU_25,WH_4,SUP_6,12.02,19.24,27,263,9,273,0,0,0,23.4,519.4799999999999,324.54,194.93999999999997,0.3752598752598752,1,0.0,0.0,3.6000000000000014,3.6000000000000014,West
2024-06-02,SKU_25,WH_4,SUP_6,12.02,19.24,24,486,9,273,247,0,0,18.04,461.76,288.48,173.27999999999997,0.3752598752598752,0,0.0,0.0,5.960000000000001,5.960000000000001,East
2024-06-03,SKU_25,WH_4,SUP_6,12.02,19.24,29,457,9,273,0,1,0,25.31,557.9599999999999,348.58,209.37999999999997,0.3752598752598752,0,0.0,0.0,3.690000000000001,3.690000000000001,East
2024-06-04,SKU_25,WH_4,SUP_6,12.02,19.24,32,425,9,273,0,0,0,33.88,615.68,384.64,231.04,0.3752598752598752,0,0.0,0.0,-1.8800000000000023,1.8800000000000023,East
2024-06-05,SKU_25,WH_4,SUP_6,12.02,19.24,20,405,9,273,0,0,0,19.25,384.8,240.4,144.39999999999998,0.3752598752598752,0,0.0,0.0,0.75,0.75,North
2024-06-06,SKU_25,WH_4,SUP_6,12.02,19.24,25,380,9,273,0,0,0,16.02,481.0,300.5,180.49999999999997,0.3752598752598752,0,0.0,0.0,8.98,8.98,East
2024-06-07,SKU_25,WH_4,SUP_6,12.02,19.24,28,352,9,273,0,0,0,28.52,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,-0.5199999999999996,0.5199999999999996,South
2024-06-08,SKU_25,WH_4,SUP_6,12.02,19.24,26,326,9,273,0,0,0,28.07,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,-2.0700000000000003,2.0700000000000003,East
2024-06-09,SKU_25,WH_4,SUP_6,12.02,19.24,28,298,9,273,0,1,0,29.83,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,-1.8299999999999983,1.8299999999999983,East
2024-06-10,SKU_25,WH_4,SUP_6,12.02,19.24,18,280,9,273,0,0,0,14.79,346.32,216.36,129.96,0.3752598752598753,0,0.0,0.0,3.210000000000001,3.210000000000001,South
2024-06-11,SKU_25,WH_4,SUP_6,12.02,19.24,14,266,9,273,0,1,0,8.34,269.36,168.28,101.07999999999996,0.3752598752598751,1,0.0,0.0,5.66,5.66,North
2024-06-12,SKU_25,WH_4,SUP_6,12.02,19.24,21,521,9,273,276,0,0,24.54,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,-3.539999999999999,3.539999999999999,South
2024-06-13,SKU_25,WH_4,SUP_6,12.02,19.24,29,492,9,273,0,1,0,27.9,557.9599999999999,348.58,209.37999999999997,0.3752598752598752,0,0.0,0.0,1.1000000000000014,1.1000000000000014,North
2024-06-14,SKU_25,WH_4,SUP_6,12.02,19.24,23,469,9,273,0,0,0,17.21,442.52,276.46,166.06,0.3752598752598752,0,0.0,0.0,5.789999999999999,5.789999999999999,North
2024-06-15,SKU_25,WH_4,SUP_6,12.02,19.24,21,448,9,273,0,0,0,22.14,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,-1.1400000000000006,1.1400000000000006,East
2024-06-16,SKU_25,WH_4,SUP_6,12.02,19.24,28,420,9,273,0,0,0,27.68,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,0.3200000000000003,0.3200000000000003,North
2024-06-17,SKU_25,WH_4,SUP_6,12.02,19.24,24,396,9,273,0,0,0,23.66,461.76,288.48,173.27999999999997,0.3752598752598752,0,0.0,0.0,0.3399999999999998,0.3399999999999998,East
2024-06-18,SKU_25,WH_4,SUP_6,12.02,19.24,27,369,9,273,0,0,0,25.9,519.4799999999999,324.54,194.93999999999997,0.3752598752598752,0,0.0,0.0,1.1000000000000014,1.1000000000000014,North
2024-06-19,SKU_25,WH_4,SUP_6,12.02,19.24,28,341,9,273,0,0,0,24.47,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,3.530000000000001,3.530000000000001,South
2024-06-20,SKU_25,WH_4,SUP_6,12.02,19.24,29,312,9,273,0,0,0,27.08,557.9599999999999,348.58,209.37999999999997,0.3752598752598752,0,0.0,0.0,1.9200000000000017,1.9200000000000017,North
2024-06-21,SKU_25,WH_4,SUP_6,12.02,19.24,21,291,9,273,0,0,0,20.84,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,0.1600000000000001,0.1600000000000001,North
2024-06-22,SKU_25,WH_4,SUP_6,12.02,19.24,20,271,9,273,0,0,0,21.36,384.8,240.4,144.39999999999998,0.3752598752598752,1,0.0,0.0,-1.3599999999999994,1.3599999999999994,West
2024-06-23,SKU_25,WH_4,SUP_6,12.02,19.24,11,589,9,273,329,0,0,10.62,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,0.3800000000000008,0.3800000000000008,West
2024-06-24,SKU_25,WH_4,SUP_6,12.02,19.24,28,561,9,273,0,1,0,28.91,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,-0.91,0.91,North
2024-06-25,SKU_25,WH_4,SUP_6,12.02,19.24,24,537,9,273,0,0,0,22.99,461.76,288.48,173.27999999999997,0.3752598752598752,0,0.0,0.0,1.0100000000000016,1.0100000000000016,North
2024-06-26,SKU_25,WH_4,SUP_6,12.02,19.24,19,518,9,273,0,0,0,14.05,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,4.949999999999999,4.949999999999999,South
2024-06-27,SKU_25,WH_4,SUP_6,12.02,19.24,25,493,9,273,0,0,0,29.79,481.0,300.5,180.49999999999997,0.3752598752598752,0,0.0,0.0,-4.789999999999999,4.789999999999999,West
2024-06-28,SKU_25,WH_4,SUP_6,12.02,19.24,21,472,9,273,0,0,0,23.19,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,-2.1900000000000013,2.1900000000000013,North
2024-06-29,SKU_25,WH_4,SUP_6,12.02,19.24,22,450,9,273,0,0,0,26.58,423.28,264.44,158.83999999999995,0.3752598752598752,0,0.0,0.0,-4.579999999999998,4.579999999999998,East
2024-06-30,SKU_25,WH_4,SUP_6,12.02,19.24,21,429,9,273,0,0,0,22.33,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,-1.3299999999999983,1.3299999999999983,East
2024-07-01,SKU_25,WH_4,SUP_6,12.02,19.24,19,410,9,273,0,0,0,22.75,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,-3.75,3.75,East
2024-07-02,SKU_25,WH_4,SUP_6,12.02,19.24,17,393,9,273,0,0,0,21.04,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,-4.039999999999999,4.039999999999999,North
2024-07-03,SKU_25,WH_4,SUP_6,12.02,19.24,17,376,9,273,0,0,0,16.73,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,0.2699999999999996,0.2699999999999996,East
2024-07-04,SKU_25,WH_4,SUP_6,12.02,19.24,26,350,9,273,0,0,0,17.67,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,8.329999999999998,8.329999999999998,South
2024-07-05,SKU_25,WH_4,SUP_6,12.02,19.24,21,329,9,273,0,0,0,16.16,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,4.84,4.84,South
2024-07-06,SKU_25,WH_4,SUP_6,12.02,19.24,19,310,9,273,0,0,0,19.06,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,-0.0599999999999987,0.0599999999999987,South
2024-07-07,SKU_25,WH_4,SUP_6,12.02,19.24,16,294,9,273,0,0,0,18.27,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,-2.27,2.27,West
2024-07-08,SKU_25,WH_4,SUP_6,12.02,19.24,21,273,9,273,0,0,0,20.15,404.04,252.42,151.61999999999998,0.3752598752598752,1,0.0,0.0,0.8500000000000014,0.8500000000000014,South
2024-07-09,SKU_25,WH_4,SUP_6,12.02,19.24,13,519,9,273,259,0,0,10.28,250.12,156.26,93.86,0.3752598752598752,0,0.0,0.0,2.7200000000000006,2.7200000000000006,South
2024-07-10,SKU_25,WH_4,SUP_6,12.02,19.24,18,501,9,273,0,0,0,20.31,346.32,216.36,129.96,0.3752598752598753,0,0.0,0.0,-2.3099999999999987,2.3099999999999987,South
2024-07-11,SKU_25,WH_4,SUP_6,12.02,19.24,14,487,9,273,0,0,0,14.56,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-0.5600000000000005,0.5600000000000005,North
2024-07-12,SKU_25,WH_4,SUP_6,12.02,19.24,19,468,9,273,0,0,0,15.32,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,3.68,3.68,West
2024-07-13,SKU_25,WH_4,SUP_6,12.02,19.24,17,451,9,273,0,0,0,19.24,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,-2.2399999999999984,2.2399999999999984,East
2024-07-14,SKU_25,WH_4,SUP_6,12.02,19.24,16,435,9,273,0,0,0,18.97,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,-2.969999999999999,2.969999999999999,West
2024-07-15,SKU_25,WH_4,SUP_6,12.02,19.24,26,409,9,273,0,0,0,25.75,500.24,312.52,187.72,0.3752598752598752,0,0.0,0.0,0.25,0.25,East
2024-07-16,SKU_25,WH_4,SUP_6,12.02,19.24,17,392,9,273,0,0,0,17.92,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,-0.9200000000000016,0.9200000000000016,East
2024-07-17,SKU_25,WH_4,SUP_6,12.02,19.24,17,375,9,273,0,0,0,20.15,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,-3.1499999999999986,3.1499999999999986,North
2024-07-18,SKU_25,WH_4,SUP_6,12.02,19.24,7,368,9,273,0,0,0,8.78,134.67999999999998,84.14,50.53999999999998,0.3752598752598751,0,0.0,0.0,-1.7799999999999994,1.7799999999999994,East
2024-07-19,SKU_25,WH_4,SUP_6,12.02,19.24,14,354,9,273,0,0,0,8.18,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,5.82,5.82,North
2024-07-20,SKU_25,WH_4,SUP_6,12.02,19.24,18,336,9,273,0,1,0,18.6,346.32,216.36,129.96,0.3752598752598753,0,0.0,0.0,-0.6000000000000014,0.6000000000000014,North
2024-07-21,SKU_25,WH_4,SUP_6,12.02,19.24,13,323,9,273,0,0,0,14.95,250.12,156.26,93.86,0.3752598752598752,0,0.0,0.0,-1.9499999999999995,1.9499999999999995,West
2024-07-22,SKU_25,WH_4,SUP_6,12.02,19.24,8,315,9,273,0,0,0,9.31,153.92,96.16,57.75999999999999,0.3752598752598752,0,0.0,0.0,-1.3100000000000005,1.3100000000000005,East
2024-07-23,SKU_25,WH_4,SUP_6,12.02,19.24,17,298,9,273,0,0,0,15.67,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,1.33,1.33,South
2024-07-24,SKU_25,WH_4,SUP_6,12.02,19.24,11,287,9,273,0,0,0,10.32,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,0.6799999999999997,0.6799999999999997,West
2024-07-25,SKU_25,WH_4,SUP_6,12.02,19.24,12,275,9,273,0,0,0,11.4,230.88,144.24,86.63999999999999,0.3752598752598752,0,0.0,0.0,0.5999999999999996,0.5999999999999996,West
2024-07-26,SKU_25,WH_4,SUP_6,12.02,19.24,8,267,9,273,0,0,0,9.79,153.92,96.16,57.75999999999999,0.3752598752598752,1,0.0,0.0,-1.7899999999999991,1.7899999999999991,North
2024-07-27,SKU_25,WH_4,SUP_6,12.02,19.24,14,510,9,273,257,0,0,15.69,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-1.6899999999999995,1.6899999999999995,West
2024-07-28,SKU_25,WH_4,SUP_6,12.02,19.24,8,502,9,273,0,0,0,7.94,153.92,96.16,57.75999999999999,0.3752598752598752,0,0.0,0.0,0.0599999999999996,0.0599999999999996,West
2024-07-29,SKU_25,WH_4,SUP_6,12.02,19.24,13,489,9,273,0,0,0,13.66,250.12,156.26,93.86,0.3752598752598752,0,0.0,0.0,-0.6600000000000001,0.6600000000000001,North
2024-07-30,SKU_25,WH_4,SUP_6,12.02,19.24,17,472,9,273,0,0,0,11.07,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,5.93,5.93,North
2024-07-31,SKU_25,WH_4,SUP_6,12.02,19.24,15,457,9,273,0,0,0,11.14,288.6,180.3,108.29999999999998,0.3752598752598752,0,0.0,0.0,3.86,3.86,West
2024-08-01,SKU_25,WH_4,SUP_6,12.02,19.24,11,446,9,273,0,0,0,9.42,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,1.58,1.58,North
2024-08-02,SKU_25,WH_4,SUP_6,12.02,19.24,10,436,9,273,0,0,0,11.96,192.4,120.2,72.19999999999999,0.3752598752598752,0,0.0,0.0,-1.9600000000000009,1.9600000000000009,North
2024-08-03,SKU_25,WH_4,SUP_6,12.02,19.24,17,419,9,273,0,0,0,13.95,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,3.0500000000000007,3.0500000000000007,West
2024-08-04,SKU_25,WH_4,SUP_6,12.02,19.24,11,408,9,273,0,0,0,9.72,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,1.2799999999999994,1.2799999999999994,South
2024-08-05,SKU_25,WH_4,SUP_6,12.02,19.24,14,394,9,273,0,0,0,14.33,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-0.33,0.33,West
2024-08-06,SKU_25,WH_4,SUP_6,12.02,19.24,14,380,9,273,0,0,0,13.58,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,0.4199999999999999,0.4199999999999999,North
2024-08-07,SKU_25,WH_4,SUP_6,12.02,19.24,13,367,9,273,0,0,0,15.92,250.12,156.26,93.86,0.3752598752598752,0,0.0,0.0,-2.92,2.92,West
2024-08-08,SKU_25,WH_4,SUP_6,12.02,19.24,11,356,9,273,0,0,0,7.33,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,3.67,3.67,North
2024-08-09,SKU_25,WH_4,SUP_6,12.02,19.24,12,344,9,273,0,0,0,11.73,230.88,144.24,86.63999999999999,0.3752598752598752,0,0.0,0.0,0.2699999999999996,0.2699999999999996,North
2024-08-10,SKU_25,WH_4,SUP_6,12.02,19.24,18,326,9,273,0,0,0,23.57,346.32,216.36,129.96,0.3752598752598753,0,0.0,0.0,-5.57,5.57,North
2024-08-11,SKU_25,WH_4,SUP_6,12.02,19.24,19,307,9,273,0,0,0,25.36,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,-6.359999999999999,6.359999999999999,South
2024-08-12,SKU_25,WH_4,SUP_6,12.02,19.24,16,291,9,273,0,0,0,15.29,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,0.7100000000000009,0.7100000000000009,South
2024-08-13,SKU_25,WH_4,SUP_6,12.02,19.24,20,271,9,273,0,0,0,16.23,384.8,240.4,144.39999999999998,0.3752598752598752,1,0.0,0.0,3.77,3.77,North
2024-08-14,SKU_25,WH_4,SUP_6,12.02,19.24,16,752,9,273,497,0,0,16.46,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,-0.4600000000000008,0.4600000000000008,North
2024-08-15,SKU_25,WH_4,SUP_6,12.02,19.24,11,741,9,273,0,0,0,10.73,211.64,132.22,79.41999999999999,0.3752598752598752,0,0.0,0.0,0.2699999999999996,0.2699999999999996,East
2024-08-16,SKU_25,WH_4,SUP_6,12.02,19.24,28,713,9,273,0,0,0,27.92,538.7199999999999,336.56,202.1599999999999,0.3752598752598751,0,0.0,0.0,0.0799999999999983,0.0799999999999983,West
2024-08-17,SKU_25,WH_4,SUP_6,12.02,19.24,13,700,9,273,0,0,0,16.69,250.12,156.26,93.86,0.3752598752598752,0,0.0,0.0,-3.690000000000001,3.690000000000001,West
2024-08-18,SKU_25,WH_4,SUP_6,12.02,19.24,14,686,9,273,0,0,0,17.78,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-3.780000000000001,3.780000000000001,North
2024-08-19,SKU_25,WH_4,SUP_6,12.02,19.24,19,667,9,273,0,0,0,18.64,365.56,228.38,137.17999999999995,0.3752598752598752,0,0.0,0.0,0.3599999999999994,0.3599999999999994,North
2024-08-20,SKU_25,WH_4,SUP_6,12.02,19.24,7,660,9,273,0,0,0,12.27,134.67999999999998,84.14,50.53999999999998,0.3752598752598751,0,0.0,0.0,-5.27,5.27,West
2024-08-21,SKU_25,WH_4,SUP_6,12.02,19.24,8,652,9,273,0,0,0,7.77,153.92,96.16,57.75999999999999,0.3752598752598752,0,0.0,0.0,0.2300000000000004,0.2300000000000004,South
2024-08-22,SKU_25,WH_4,SUP_6,12.02,19.24,17,635,9,273,0,0,0,15.09,327.08,204.34,122.73999999999998,0.3752598752598752,0,0.0,0.0,1.91,1.91,South
2024-08-23,SKU_25,WH_4,SUP_6,12.02,19.24,10,625,9,273,0,0,0,10.34,192.4,120.2,72.19999999999999,0.3752598752598752,0,0.0,0.0,-0.3399999999999998,0.3399999999999998,North
2024-08-24,SKU_25,WH_4,SUP_6,12.02,19.24,18,607,9,273,0,0,0,15.19,346.32,216.36,129.96,0.3752598752598753,0,0.0,0.0,2.8100000000000005,2.8100000000000005,South
2024-08-25,SKU_25,WH_4,SUP_6,12.02,19.24,9,598,9,273,0,0,0,12.22,173.16,108.18,64.98,0.3752598752598753,0,0.0,0.0,-3.2200000000000006,3.2200000000000006,East
2024-08-26,SKU_25,WH_4,SUP_6,12.02,19.24,3,595,9,273,0,0,0,4.13,57.72,36.06,21.66,0.3752598752598752,0,0.0,0.0,-1.13,1.13,East
2024-08-27,SKU_25,WH_4,SUP_6,12.02,19.24,12,583,9,273,0,0,0,14.59,230.88,144.24,86.63999999999999,0.3752598752598752,0,0.0,0.0,-2.59,2.59,South
2024-08-28,SKU_25,WH_4,SUP_6,12.02,19.24,1,582,9,273,0,0,0,0.0,19.24,12.02,7.219999999999999,0.3752598752598752,0,0.0,0.0,1.0,1.0,East
2024-08-29,SKU_25,WH_4,SUP_6,12.02,19.24,5,577,9,273,0,0,0,4.54,96.2,60.1,36.1,0.3752598752598752,0,0.0,0.0,0.4599999999999999,0.4599999999999999,North
2024-08-30,SKU_25,WH_4,SUP_6,12.02,19.24,1,576,9,273,0,0,0,3.7,19.24,12.02,7.219999999999999,0.3752598752598752,0,0.0,0.0,-2.7,2.7,East
2024-08-31,SKU_25,WH_4,SUP_6,12.02,19.24,5,571,9,273,0,0,0,5.69,96.2,60.1,36.1,0.3752598752598752,0,0.0,0.0,-0.6900000000000004,0.6900000000000004,North
2024-09-01,SKU_25,WH_4,SUP_6,12.02,19.24,14,557,9,273,0,1,0,17.29,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-3.289999999999999,3.289999999999999,North
2024-09-02,SKU_25,WH_4,SUP_6,12.02,19.24,10,547,9,273,0,0,0,7.67,192.4,120.2,72.19999999999999,0.3752598752598752,0,0.0,0.0,2.33,2.33,East
2024-09-03,SKU_25,WH_4,SUP_6,12.02,19.24,10,537,9,273,0,0,0,4.46,192.4,120.2,72.19999999999999,0.3752598752598752,0,0.0,0.0,5.54,5.54,South
2024-09-04,SKU_25,WH_4,SUP_6,12.02,19.24,0,537,9,273,0,0,0,1.84,0.0,0.0,0.0,0.0,0,0.0,0.0,-1.84,1.84,East
2024-09-05,SKU_25,WH_4,SUP_6,12.02,19.24,14,523,9,273,0,0,0,14.93,269.36,168.28,101.07999999999996,0.3752598752598751,0,0.0,0.0,-0.9299999999999996,0.9299999999999996,South
2024-09-06,SKU_25,WH_4,SUP_6,12.02,19.24,2,521,9,273,0,0,0,4.35,38.48,24.04,14.439999999999998,0.3752598752598752,0,0.0,0.0,-2.35,2.35,North
2024-09-07,SKU_25,WH_4,SUP_6,12.02,19.24,21,500,9,273,0,0,0,16.04,404.04,252.42,151.61999999999998,0.3752598752598752,0,0.0,0.0,4.960000000000001,4.960000000000001,West
2024-09-08,SKU_25,WH_4,SUP_6,12.02,19.24,12,488,9,273,0,0,0,12.53,230.88,144.24,86.63999999999999,0.3752598752598752,0,0.0,0.0,-0.5299999999999994,0.5299999999999994,North
2024-09-09,SKU_25,WH_4,SUP_6,12.02,19.24,7,481,9,273,0,0,0,5.72,134.67999999999998,84.14,50.53999999999998,0.3752598752598751,0,0.0,0.0,1.2800000000000002,1.2800000000000002,South
2024-09-10,SKU_25,WH_4,SUP_6,12.02,19.24,16,465,9,273,0,0,0,20.57,307.84,192.32,115.51999999999998,0.3752598752598752,0,0.0,0.0,-4.57,4.57,West
2024-09-11,SKU_25,WH_4,SUP_6,12.02,19.24,7,458,9,273,0,0,0,5.69,134.67999999999998,84.14,50.53999999999998,0.3752598752598751,0,0.0,0.0,1.3099999999999996,1.3099999999999996,South
2024-09-12,SKU_25,WH_4,SUP_6,12.02,19.24,2,456,9,273,0,0,0,0.95,38.48,24.04,14.439999999999998,0.3752598752598752,0,0.0,0.0,1.05,1.05,North
2024-09-13,SKU_25,WH_4,SUP_6,12.02,19.24,10,446,9,273,0,0,0,12.8,192.4,120.2,72.19999999999999,0.3752598752598752,0,0.0,0.0,-2.8000000000000007,2.8000000000000007,South
